PROJECT_TYPE,APN,NAMEADDR,Alias,BESTSTAT,BESTDATE,Entitlement,PLN_CASENO,BP_APPLNO,PROPUSE,PLN_DESC,BP_DESC,UNITS,NET_UNITS,AFF_UNITS,NET_AFF_UNITS,TOTAL_GSF,NET_GSF,CIE,NET_CIE,MED,NET_MED,MIPS,NET_MIPS,PDR,NET_PDR,RET,NET_RET,VISIT,NET_VISIT,FILEDATE,PLANNER,APPLICANT,CONTACT,CONTACTPH,SOURCE,Supe_District,PLAN_AREA,PLAN_DISTRICT,NEIGHBORHOOD,ZONING_SIM,ZONING_DISTRICT,HEIGHT_DISTRICT,Location
Mixres,APN 3775063,136 SOUTH PARK AV,,BP ISSUED,2015-06-19T00:00:00,-1,2005.0418,200504281137,1 FAMILY DWELLING,Demolition of one-story light industrial building and construction of 3-story building--two floors of commercial space with residential unit above.,ERECT 1 STORY OF 1 DWELLING UNITS.,1,1,0,0,3861,2431,0,0,0,0,3861,3861,0,-1430,0,0,0,0,2005-04-28T00:00:00,WHASTIE,Curtis Hollenbeck,Curtis Hollenbeck,415-544-9883,CASE TRACKING,D6,Central SoMa; East SoMa (EN); South of Market,South of Market,South of Market,SPD,SOMA- SOUTH PARK,40-X,"{'latitude': '37.7814997627', 'longitude': '-122.394675086', 'needs_recoding': False}"
Resident,APN 0867033,445 WALLER ST,,BP FILED,2009-08-03T00:00:00,0,,200908034026,2 FAMILY DWELLING,,To comply w/ NOV 2008.85761 of 1.7.09. to legalize (e) 2nd unit on thre ground/garage fl. Replace ou,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D5,Market and Octavia,Buena Vista,Western Addition,RTO,RESIDENTIAL TRANSIT ORIENTED DISTRICT,40-X,"{'latitude': '37.770819668', 'longitude': '-122.430988095', 'needs_recoding': False}"
Resident,APN 2623028,4126 17TH ST,,BP ISSUED,2015-01-26T00:00:00,-1,,201405307098,APARTMENTS,,ERECT A THREE STORY TYPE 5 SINGLE FAMILY DWELLING. AR REAR BUILDING.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D8,,Buena Vista,Castro/Upper Market,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",40-X,"{'latitude': '37.7626118963', 'longitude': '-122.437954319', 'needs_recoding': False}"
Resident,APN 6580018,456 27th Street,,BP REINSTATED,2015-02-04T00:00:00,-1,2014.0671,201303111903,,"To construct a new three-story, two-family dwelling in an RH-2 Zoning District and a 40-X Height and Bulk District.","ERECT 3-STORY, 2-UNIT RESIDENTIAL, TYPE V NEW BUILDING.",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-05-02T00:00:00,,Robert Edmonds,Robert Edmonds,415-285-1300,CASE TRACKING,D8,,Central,Noe Valley,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7469297357', 'longitude': '-122.430509326', 'needs_recoding': False}"
Resident,APN 6521052,13 LUCKY ST,,BP FILED,2013-03-21T00:00:00,0,,201303212751,1 FAMILY DWELLING,,"ERECT 3-STORY, TYPE 5, SINGLE FAMILY RESIDENCE.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D9,Mission (EN),Mission,Mission,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7522281027', 'longitude': '-122.413388001', 'needs_recoding': False}"
Resident,APN 2625032,70 DOUGLASS ST,,CONSTRUCTION,2009-03-27T00:00:00,-1,2006.0336,200603035946,APARTMENTS,Renovation and rehabilitation of an existing residential building constructe c. 1900.,ERECT 4 STORIES OF 2 DWELLING  UNITS.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006-03-03T00:00:00,DSIROIS,Joel M. Karr,Joel M. Karr,415 865 9701,PERMIT TRACKING,D8,,Buena Vista,Castro/Upper Market,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7627856341', 'longitude': '-122.439735492', 'needs_recoding': False}"
Resident,APN 1934023,1698 10TH AV,,BP FILED,2006-12-01T00:00:00,0,2007.053,200612018971,2 FAMILY DWELLING,The proposal is to construct a horizontal addition to northern side of the subject dwelling in order to incorporate a second dwelling unit and a second parking space in Zoning District RH-2. The addition is two stories and approximately 420 square feet o,HORIZONTAL ADDITION TO CONVERSE A SINGLE FAMILY DWELLING TO 2 UNIT RESIDENCE APPROX 397 SF ON 1/F AND 418 SF ON 2/F),2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-06-04T00:00:00,,,,,PERMIT TRACKING,D7,,Inner Sunset,Inner Sunset,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7567248421', 'longitude': '-122.466661691', 'needs_recoding': False}"
Resident,APN 7295018,477 EUCALYPTUS DR,,BP ISSUED,2015-06-04T00:00:00,-1,,201302281136,1 FAMILY DWELLING,,"TO ERECT 3 STORIES, TYPE 5-B, SINGLE FAMILY DWELLING.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D7,,Ingleside,Lakeshore,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",40-X,"{'latitude': '37.7305033792', 'longitude': '-122.478386138', 'needs_recoding': False}"
Resident,APN 0069011,2626 LARKIN ST,,CONSTRUCTION,2015-07-16T00:00:00,-1,2009.0907,200809262740,2 FAMILY DWELLING,"Construction of a new 4-story, 2-unit residential building.",TO ERECT A NEW FOUR STORY TWO FAMILY DWELLING UNIT.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-28T00:00:00,,,,,PERMIT TRACKING,D2,,Northeast,Russian Hill,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",40-X,"{'latitude': '37.8022379195', 'longitude': '-122.421051408', 'needs_recoding': False}"
Resident,APN 6727016,564 CHENERY ST,,BP FILED,2008-04-02T00:00:00,-1,2009.0069,200804028581,2 FAMILY DWELLING,3-story fron addition to existing 2-story residnetial house.,3RD STORY NEW ADDITION TO BE CONSTRUCTED & ATTACHED TO THE FRONT OF (E) BLDG.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-01-27T00:00:00,,,,,PERMIT TRACKING,D8,,Central,Glen Park,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7349365478', 'longitude': '-122.431616515', 'needs_recoding': False}"
Resident,APN 5406016,220 WILLIAMS AV,,BP FILED,2010-12-07T00:00:00,0,2011.0201,201012076279,1 FAMILY DWELLING,,ERECT 3 STORIES OF 1 DWELLING UNIT.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D10,Bayview Hunters Point,South Bayshore,Bayview,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7302370579', 'longitude': '-122.397608826', 'needs_recoding': False}"
Resident,APN 0665002,1551  FRANKLIN ST,,BP ISSUED,2014-06-30T00:00:00,-1,2011.0262,201106228677,,add 1 additional residential unit to a 3-unit 3.5 story building.,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-04-25T00:00:00,ASTARR,Marc Ojanen,Marc Ojanen,288-3397,CASE TRACKING,D2,,Western Addition,Western Addition,NC-3,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",130-E,"{'latitude': '37.7889652649', 'longitude': '-122.423984829', 'needs_recoding': False}"
Resident,APN 2804041,4141 23RD ST,,CONSTRUCTION,2013-12-05T00:00:00,-1,,201112160822,2 FAMILY DWELLING,,REMODEL FRONT ENTRY STEPS AND GARDEN. ADDITION TO REAR OF RESIDENCE. ADD A LIVING UNIT ON THE GARDEN,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D8,,Central,Noe Valley,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7525968891', 'longitude': '-122.435100015', 'needs_recoding': False}"
Resident,APN 6540021,4372 25TH ST,,CONSTRUCTION,2014-08-04T00:00:00,-1,2012.0396,201112120494,2 FAMILY DWELLING,,RENOVATE (E) 2-STORY SF RESIDENCE TO INCL A HORIZONTAL & VERTICAL ADDITION AND (N) 2ND UNIT INCL DEM,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D8,,Central,Noe Valley,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7497087422', 'longitude': '-122.43773949', 'needs_recoding': False}"
Resident,APN 6656029,1877 CHURCH ST,,BP ISSUED,2012-04-30T00:00:00,-1,2011.0722,201103182398,2 FAMILY DWELLING,,RENOVATE GROUND FLOOR INTO A DWELLING UNIT. A HORIONTAL ADDITION @ THE REAR OF 302 SQ FT. INTERIOR R,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D8,,Central,Glen Park,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7403321524', 'longitude': '-122.426373935', 'needs_recoding': False}"
Resident,APN 5610029A,10 LUNDYS LN,,CONSTRUCTION,2011-12-02T00:00:00,-1,2011.0837,201103303154,2 FAMILY DWELLING,,"CONVERT EXISTING LOWER FLOOR LIVING SPACE INTO DWELLING UNIT, ADD 1 RATE WALL. DOOR AT INTERIOR STAI",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D9,,Bernal Heights,Bernal Heights,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7456354526', 'longitude': '-122.417946027', 'needs_recoding': False}"
Resident,APN 7036012,345 LOUISBURG ST,,BP FILED,2007-03-21T00:00:00,0,,200703216875,1 FAMILY DWELLING,,TO ERECT 3 STORY SINGLE FAMILY DWELLING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D11,,Ingleside,Ocean View,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7187098617', 'longitude': '-122.450914094', 'needs_recoding': False}"
Resident,APN 3574008,2138 FOLSOM ST,,BP FILED,2011-02-18T00:00:00,0,,201102180558,1 FAMILY DWELLING,,CONVERT WAREHOUSE TO ART STUDIO WITH ACCESSORY DWELLING UNIT. ADD LIVING UNIT ON RAISED PLATFORM AT,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D9,Mission (EN),Mission,Mission,PDR-1-G,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL",58-X,"{'latitude': '37.7630742862', 'longitude': '-122.415444189', 'needs_recoding': False}"
Resident,APN 7135023,216 HEAD ST,,BP FILED,2010-11-05T00:00:00,0,2011.0695,201011054435,1 FAMILY DWELLING,,"ERECT 3 STORIES, TYPE 5, SINGLE FAMILY DWELLING BUILDING.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D7,,Ingleside,Ocean View,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7112827041', 'longitude': '-122.464091753', 'needs_recoding': False}"
Resident,APN 6959030,1927 ALEMANY BL,,CONSTRUCTION,2013-12-31T00:00:00,-1,,201012106469,1 FAMILY DWELLING,,"TO ERECT 2 STORIES, SINGLE FAMILY DWELLING.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D11,,South Central,Outer Mission,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7209489747', 'longitude': '-122.438680776', 'needs_recoding': False}"
Resident,APN 1386015,279 26TH AV,,CONSTRUCTION,2014-02-24T00:00:00,-1,,200605091174,APARTMENTS,,"HORIZONTAL & VERTICAL ADDITION TO (E) BUILDING, ADD ONE MORE UNIT - FROM 2 UNITS TO 3 UNITS.",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D2,,Richmond,Outer Richmond,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,"{'latitude': '37.7842361111', 'longitude': '-122.48644286', 'needs_recoding': False}"
Resident,APN 2706035,1310 STANYAN ST,,CONSTRUCTION,2012-07-05T00:00:00,-1,2004.1167,200407158977,1 FAMILY DWELLING,"The proposal is to construct a new three story, single-family dwelling on a VACANT lot on an undeveloped portion of Stanyan Street in an RH-1 (D) District.",ERECT A TWO STORY SINGLE FAMILY DWELLING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006-06-14T00:00:00,,,,,PERMIT TRACKING,D7,,Inner Sunset,Twin Peaks,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",40-X,"{'latitude': '37.7584092211', 'longitude': '-122.451006675', 'needs_recoding': False}"
Resident,APN 6581060,4103 CESAR CHAVEZ ST,,CONSTRUCTION,2015-07-28T00:00:00,-1,2013.0246,201012176969,2 FAMILY DWELLING,Construct new single family building on empty lot,ERECT 4 STORIES OF 2 DWELLING UNIT,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-03-05T00:00:00,,,,,PERMIT TRACKING,D8,,Central,Noe Valley,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7472771233', 'longitude': '-122.431727289', 'needs_recoding': False}"
Resident,APN 4152045,1076 HAMPSHIRE ST,,CONSTRUCTION,2012-02-21T00:00:00,-1,2008.0015,200709193092,2 FAMILY DWELLING,Demolish existing single-story storage building built in 1922 and construct a 4-story 2-unit building.,ERECT 4 STORIES 2 DWELLING UNITS BLDG.,2,2,0,0,0,-920,0,0,0,0,0,0,0,-920,0,0,0,0,2008-01-07T00:00:00,,,,,PERMIT TRACKING,D9,Mission (EN),Mission,Mission,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7549404074', 'longitude': '-122.407766079', 'needs_recoding': False}"
Resident,APN 2688072,89 BELGRAVE AV,,BP ISSUED,2015-04-06T00:00:00,-1,,201308235158,,,"TO ERECT 3 STORY, 1 BASEMENT, SINGLE FAMILY DWELLING.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ASTARR,Lane McCauley,John  Cate,242-3330,CASE TRACKING,D5,,Central,Haight Ashbury,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",40-X,"{'latitude': '37.7593611936', 'longitude': '-122.449717251', 'needs_recoding': False}"
Resident,APN 3261002,10 APTOS AV,,BP FILED,2012-03-05T00:00:00,0,,201203055412,1 FAMILY DWELLING,,ERECT THREE STORY SINGLE FAMILY HOUSE.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D7,,Ingleside,West of Twin Peaks,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",40-X,"{'latitude': '37.7316033445', 'longitude': '-122.46634103', 'needs_recoding': False}"
Resident,APN 5617014,166 WINFIELD ST,,CONSTRUCTION,2015-03-04T00:00:00,-1,2012.0204,201110146866,1 FAMILY DWELLING,Variance request of the usable open space requirement P.C. Section 135,MAKING LOWER UNIT LEGAL. THEN EXPANDING IT INTO THE BASEMENT/GROUND FLOOR LEVEL. STAIRS WILL CONNECT,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-03-01T00:00:00,,Philip Carberry,Philip Carberry,415-244-6143,CASE TRACKING,D9,,Bernal Heights,Bernal Heights,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7426069231', 'longitude': '-122.418730981', 'needs_recoding': False}"
Resident,APN 6244036,469 RAYMOND AV,,BP REINSTATED,2012-02-29T00:00:00,-1,2009.0756,200703025289,1 FAMILY DWELLING,Demolish 1-story single-family residential building straddled in the middle of two lots and construct two single-family residential buildings on each lot.,"ERECT 3 STORIES, 1 BASEMENT, 1 DWELLING UNIT BLDG.",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-14T00:00:00,,,,,PERMIT TRACKING,D10,,South Central,Visitacion Valley,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7145818993', 'longitude': '-122.412910462', 'needs_recoding': False}"
Resident,APN 1608012,762 37TH AV,,BP FILED,2008-09-04T00:00:00,0,,200809040762,2 FAMILY DWELLING,,"VERTICAL ADDITION OF TWO FLOORS ABOVE TWO STORIES (E)-ADD ONE FULL DWELLING UNIT. ELECTRICAL, PLUMBI",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D1,,Richmond,Outer Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7745558901', 'longitude': '-122.49690809', 'needs_recoding': False}"
Resident,APN 0948018,2851 FILBERT ST,,PL FILED,2010-08-23T00:00:00,0,2010.0723,201205251254,,Rehabilitation and alteration of historic cottage located on the rear of the property line and proposed new construction of a residential building located on the primary elevation of the lot.,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-23T00:00:00,MCORRETT,William Pashelinsky,William Pashelinsky,379 - 3676,CASE TRACKING,D2,,Marina,Marina,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7963837304', 'longitude': '-122.446362024', 'needs_recoding': False}"
Resident,APN 2613020,2317 15TH ST,,BP FILED,2010-09-24T00:00:00,-1,2010.0832,201009241586,2 FAMILY DWELLING,Off-street parking variance to create new 2nd unit at basement level without providing required off-street parking space.,"CONVERT EMPTY SPACE UNDER BUILDING TO 2ND UNIT. 1 BEDROOM, 1 LIVING ROOM / KITCHEN. 1 BATHROOM.",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-16T00:00:00,APUTRA,Ahmad Larizadeh,Ahmad Larizadeh,415.716.9099,CASE TRACKING,D8,,Buena Vista,Castro/Upper Market,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7654562722', 'longitude': '-122.43618796', 'needs_recoding': False}"
Resident,APN 0665012,1636 BUSH ST,,BP FILED,2012-03-02T00:00:00,-1,2012.0185,201203025301,1 FAMILY DWELLING,Re-establish the building from its current Commercial to its original residential use.,CHANGE OFFICE USE OF BUILDING TO RESIDENTIAL USE. AT 1ST FLR: ADD RANGE TO CREATE RESIDENTIAL KITCHE,1,1,0,0,0,-2498,0,0,0,0,0,-2498,0,0,0,0,0,0,2012-02-28T00:00:00,ASTARR,Robert  Mintz,Robert  Mintz,415-831-6161,CASE TRACKING,D2,,Western Addition,Western Addition,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",80-A,"{'latitude': '37.7883725271', 'longitude': '-122.424292095', 'needs_recoding': False}"
Resident,APN 3576039,35 LEXINGTON ST,,CONSTRUCTION,2015-05-29T00:00:00,-1,,201202174465,APARTMENTS,,CREATE A 620 SQ FT 3RD UNIT AT 1ST FLOOR INCLUSIVE OF A 1 STORY ADDITION OF 130 SQ FT WITH ROOF DECK,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D9,Mission (EN),Mission,Mission,RTO-M,RESIDENTIAL TRANSIT ORIENTED- MISSION,45-X,"{'latitude': '37.7621855356', 'longitude': '-122.420650154', 'needs_recoding': False}"
Resident,APN 6611003,2104 CASTRO ST,,BP FILED,2008-11-19T00:00:00,0,,200811196948,2 FAMILY DWELLING,,"RENOVATION/ADDITION TO A SINGLE FAMILY HOME. WORK WILL CREATE A 2ND DWELLING UNIT, BUILDING ENVELOPE",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D8,,Central,Noe Valley,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7446165893', 'longitude': '-122.433766411', 'needs_recoding': False}"
Resident,APN 6604039,645 DUNCAN ST,,BP ISSUED,2014-01-23T00:00:00,-1,2012.068,201111179087,1 FAMILY DWELLING,Remodel including interior and exterior work; excavation greater than 20 ft to install new foundation and construct new garage,"TO ERECT 3 STORIES WITH 1 BASEMENT, SINGLE FAMILY DWELLING.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-01-11T00:00:00,,,,,PERMIT TRACKING,D8,,Central,Noe Valley,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7454070525', 'longitude': '-122.434245251', 'needs_recoding': False}"
Resident,APN 0256003,621 STOCKTON ST,,PL APPROVED,2012-05-10T00:00:00,-1,2011.104,201204238894,,"legalize one story, detached, studio managers unit constructed without permits and located within te required rear yard",,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-07T00:00:00,RCRAWFOR,Behruz Vahdani,Behruz Vahdani,415 896 9044,CASE TRACKING,D3,,Northeast,Chinatown,RM-4,"RESIDENTIAL- MIXED, HIGH DENSITY",65-A,"{'latitude': '37.7916140466', 'longitude': '-122.407749662', 'needs_recoding': False}"
Resident,APN 4146019,2830 22ND ST,,BP ISSUED,2014-06-30T00:00:00,-1,2012.1417,201210011010,APARTMENTS,"Variance request to the rear yard requirement, open space, and exposure to convert existing structure to an additional unit for residential occupancy including the replacement of a deck/balcony/stairs to primary structure.","ADD 3RD DWELLING UNIT TO (E) 2 UNIT BLDG. REMODEL REAR COTTAGE TO INCLUDE KITCHEN, BATHROOM, HALF BA",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-11-15T00:00:00,DSANCHEZ,"Fergus O'Sullivan & Schermco, Inc.",Fergus O'Sullivan,415-238-2782,CASE TRACKING,D9,Mission (EN),Mission,Mission,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",40-X,"{'latitude': '37.7561367262', 'longitude': '-122.410977315', 'needs_recoding': False}"
Resident,APN 0987033,3650 WASHINGTON ST,,BP ISSUED,2012-02-22T00:00:00,-1,,201104083761,1 FAMILY DWELLING,,ERECT 3 STORY SINGLE FAMILY DWELLING.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D2,,Richmond,Presidio Heights,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7894358755', 'longitude': '-122.453441442', 'needs_recoding': False}"
Resident,APN 1405045,322 29TH AV,,CONSTRUCTION,2013-05-10T00:00:00,-1,,201106238762,2 FAMILY DWELLING,,CONVERT SINGLE DWELLING UNIT INTO 2 UNITS RESIDENTIAL W/ ADDITION TO REAR OF BUILDING INCLUDING NEW,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D1,,Richmond,Outer Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7832193793', 'longitude': '-122.488926834', 'needs_recoding': False}"
Resident,APN 1801040,1322 47TH AV,,BP ISSUED,2014-05-07T00:00:00,-1,,201104113839,2 FAMILY DWELLING,,TO COMPLETE WORK AND OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER PA#2000/11/17/5117. ADDITIONAL,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Outer Sunset,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7618364605', 'longitude': '-122.506772806', 'needs_recoding': False}"
Resident,APN 2392037,2337 TARAVAL ST,,BP FILED,2013-12-31T00:00:00,0,,201312315426,,,(FRONT BUILDING) CONSTRUCT NEW 3 STORY FRONT ADDITION INCLUDING 2 RESIDENTIAL UNITS AT 2ND & 3RD FLO,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSMITH,John Lau,John Lau,415 831-7180,CASE TRACKING,D4,,Outer Sunset,Parkside,NCD,TARAVAL STREET NEIGHBORHOOD COMMERCIAL DISTRICT,40-X,"{'latitude': '37.7421120656', 'longitude': '-122.491387756', 'needs_recoding': False}"
Resident,APN 5535006,354 MULLEN AV,,BP FILED,2011-06-28T00:00:00,0,2011.0757,201106289066,1 FAMILY DWELLING,,ERECT THREE STORY SINGLE FAMILY DWELLING.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D9,,Bernal Heights,Bernal Heights,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7459344598', 'longitude': '-122.40616538', 'needs_recoding': False}"
Resident,APN 1505027,536 40TH AV,,CONSTRUCTION,2014-02-04T00:00:00,-1,2008.0271,200608179803,2 FAMILY DWELLING,"2007.0179: The proposal would demolish an existing single-family building constructed in 1906, and construct a new two-unit residential building.
2008.0271: new 4 story, 2 unit building",TO ERECT 2 DWELLING UNIT WITH 3 STORY NEW BUILDING,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008-03-06T00:00:00,,,,,PERMIT TRACKING,D1,,Richmond,Outer Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7786155771', 'longitude': '-122.500422533', 'needs_recoding': False}"
Resident,APN 6168012,71 BISHOP ST,,BP ISSUED,2009-12-31T00:00:00,-1,2006.1287,200611036814,1 FAMILY DWELLING,"RESIDENTIAL DEMOLITION, and construction of single family building on each lot - two residential units total.",ERECT 3 STORIES 1 DWELLING UNIT BLDG.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006-10-19T00:00:00,BFU,ANGELINA LIANGGARA,ANGELINA LIANGGARA,415-656-3528,CASE TRACKING,D10,,South Central,Visitacion Valley,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7179447832', 'longitude': '-122.404235732', 'needs_recoding': False}"
Resident,APN 1510013,563 34TH AV,,BP ISSUED,2010-07-01T00:00:00,-1,2009.0366,200810295438,2 FAMILY DWELLING,Addition of 1 unit and square footage to existing single-family residence.,"HORIZONTAL & VERTICAL ADDITION FROM SINGLE FAMILY DWELLING TO TWO UNITS RESIDENTICAL, TWO STORY TO F",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-11T00:00:00,TTAM,,,,PERMIT TRACKING,D1,,Richmond,Outer Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7784064073', 'longitude': '-122.494618323', 'needs_recoding': False}"
Resident,APN 1534026,474 11TH AV,,BP FILED,2008-03-10T00:00:00,-1,2008.1151,200803106731,2 FAMILY DWELLING,Horizontal and Vertical (2 stories) addition and creation of a second unit.,CONVERT SINGLE FAMILY DWELLING TO 2 UNITS BY HORIZONTAL EXTENSION IN FRONT AND REAR AND 2 FLOOR VERT,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008-09-30T00:00:00,,,,,PERMIT TRACKING,D1,,Richmond,Inner Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7793527795', 'longitude': '-122.469201916', 'needs_recoding': False}"
